816317.64,1003336.62
816385.24,1003486.71
816527.39,1003532.19
816650.06,1003571.41
816955.31,1003668.57
817289.29,1003832.56
817570.1,1003970.87
817874.54,1004120.32
818241.34,1004301.37
818521.27,1004438.56
818822.58,1004587.12
819103.07,1004725.39
819449.01,1004895.72
819802.34,1005069.01
820148.97,1005239.92
820445.12,1005385.43
820797.05,1005558.19
821127.07,1005720.58
821451.03,1005879.6
821722.64,1006013.08
822243.44,1006269.34
822531.41,1006410.71
822531.1,1006744.13
822531.38,1007007.76
822531.86,1007385.49
822532.19,1007673.24
822532.61,1008085.04
822532.77,1008434.64
822396.24,1008753.19
822249.99,1009094.33
822115.79,1009407.56
821963.23,1009764.33
821828.43,1010078.53
821670.91,1010445.89
821549.97,1010727.36
821498.1,1011056.55
821452.85,1011342.69
821398.31,1011686.99
821340.07,1012056.66
821289.89,1012374.07
821242.92,1012673.28
821189.4,1013012.37
821149.2,1013266.51
821101.64,1013567.33
821067.44,1013784.46
821027.39,1014038.83
821036.19,1014378.55
821044.38,1014692.92
821051.19,1014962.12
821059.5,1015278.09
821067.45,1015584.36
821076.88,1015951.25
821085.99,1016310.83
821095,1016654.86
821104.16,1017000.53
821113.66,1017366.14
821123.54,1017741.69
821136.1,1018221.53
821145.07,1018566.44
821202.64,1018910.28
821265.69,1019287.16
821325.72,1019646.25
821381.47,1019980.39
821458.93,1020445.38
821520.28,1020811.43
821593.46,1021248.14
821651.08,1021593.8
821844.42,1021872.89
821985.45,1022076.84
822135.58,1022293.62
822313.08,1022550.27
822485.28,1022798.55
822654.28,1023042.86
822836.26,1023305.99
823011.79,1023559.58
823221.71,1023862.92
823373.56,1024082.69
823623.81,1024444.86
823942.74,1024499.74
824277.38,1024556.92
824605.31,1024612.8
825047.22,1024688.43
825305.93,1024732.69
825648.68,1024791.48
826022.8,1024855.72
826298.31,1024903.03
826626.91,1024959.21
827012.25,1025025.22
827376.11,1025087.54
827726.98,1025147.95
828042.38,1025201.74
828279.99,1025242.55
828559.61,1025207.9
828957.41,1025157.75
829303.64,1025114.23
829649.14,1025071.01
829966.5,1025030.79
830288.13,1024990.63
830625.56,1024948.38
830956.97,1024906.72
831263.74,1024867.91
831595.27,1024826.6
831918.09,1024785.89
832296.25,1024738.64
832639.32,1024695.32
832927.63,1024659.05
833192.89,1024560.08
833552.18,1024424.21
833846.61,1024313.1
834129.62,1024205.57
834412.52,1024070.03
834691.58,1023936.68
834996.86,1023790.48
835303.59,1023643.74
835608.58,1023497.6
835914.32,1023351.68
836193.41,1023218.14
836532.36,1023056.23
836829.08,1022914.33
837093.4,1022788.02
837469.15,1022608.28
837792.67,1022453.16
838137.14,1022438.72
838487.23,1022424.42
838829.69,1022409.81
839077.34,1022398.86
839417.61,1022384.22
839618.88,1022269.68
840009.85,1022046.17
840259.01,1021904.14
840519.38,1021754.97
840822.61,1021582.03
841143.12,1021398.74
841407.74,1021247.48
841663.09,1021101.62
841903.23,1020963.88
842247.94,1021016.36
842618.85,1021072.52
842958.54,1021124.19
843278.1,1021173.26
843548.19,1021214.14
843888.76,1021265.83
844170.15,1021339.8
844514.05,1021430.2
844838.84,1021515.86
845107.32,1021586.42
845381.38,1021658.26
845776.06,1021762.13
846113.24,1021850.69
846393.43,1021924.43
846643.39,1021990.31
846961.92,1022074.04
847289.91,1022159.84
847577.18,1022235.61
847849.04,1022307.3
848134.89,1022278.16
848447.51,1022246.14
848819.28,1022208.36
849250.1,1022164.25
849508.66,1022138.11
849868.1,1022101.91
850177.08,1022070.56
850450.93,1022043.09
850744.24,1022012.98
851087.08,1021978.18
851462.75,1021940.03
851865.29,1021898.93
852291.34,1021815.67
852700.89,1021735.32
853088.1,1021659.81
853499.35,1021579.43
853641.69,1021431.11
853948.75,1021113.77
854097.43,1020959.82
854246.4,1020806.24
854626.11,1020413.69
854860.75,1020171.46
855061.69,1019963.32
855276.03,1019742.13
855567.88,1019440.43
855807.22,1019193.21
856103.08,1019148.2
856423.87,1019099.31
856825.82,1019038.49
857241.75,1018989.85
857537.23,1018879.26
857773.55,1018790.55
858078.8,1018676.15
858338.02,1018579.59
858806.14,1018404.5
859171.93,1018267.66
859543.7,1018128.82
859836.95,1018018.9
860094.3,1017922.62
860444.7,1017791.51
860837.41,1017644.86
861175.85,1017518.63
861591.4,1017363.51
861895.07,1017250.2
862149.47,1017213.12
862475.71,1017165.34
862794.04,1017118.76
863121.46,1017070.78
863446.59,1017023.13
863702.63,1016985.76
864027.59,1016938.28
864541.52,1016862.84
864792.99,1016838.07
864910.03,1016662.44
864942.53,1016602.58
864957.58,1016545.77
