10	0	0	0	0	1.57079632679490	0.500000000000000
9.95000000000000	1	0	0	0	1.67096249168282	0.500000000000000
9.80000000000000	1.99000000000000	0	0	0	1.77113363144389	0.500000000000000
9.55000000000000	2.96000000000000	0	0	0	1.87135423039612	0.500000000000000
9.21000000000000	3.89000000000000	0	0	0	1.97043468097876	0.500000000000000
8.78000000000000	4.79000000000000	0	0	0	2.07022284419781	0.500000000000000
8.25000000000000	5.65000000000000	0	0	0	2.17128094503466	0.500000000000000
7.65000000000000	6.44000000000000	0	0	0	2.27052815943675	0.500000000000000
6.97000000000000	7.17000000000000	0	0	0	2.37033781863927	0.500000000000000
6.22000000000000	7.83000000000000	0	0	0	2.47028758727256	0.500000000000000
5.40000000000000	8.41000000000000	0	0	0	2.57079623418191	0.500000000000000
4.54000000000000	8.91000000000000	0	0	0	2.67034232882060	0.500000000000000
3.62000000000000	9.32000000000000	0	0	0	2.77111565786581	0.500000000000000
2.67000000000000	9.64000000000000	0	0	0	2.87139498703586	0.500000000000000
1.70000000000000	9.85000000000000	0	0	0	2.97068746081409	0.500000000000000
0.710000000000000	9.97000000000000	0	0	0	3.07049903155554	0.500000000000000
-0.290000000000000	10	0	0	0	3.17058452802289	0.500000000000000
-1.29000000000000	9.92000000000000	0	0	0	3.27090730988769	0.500000000000000
-2.27000000000000	9.74000000000000	0	0	0	3.37056492248884	0.500000000000000
-3.23000000000000	9.46000000000000	0	0	0	3.47061925800804	0.500000000000000
-4.16000000000000	9.09000000000000	0	0	0	3.57078657870100	0.500000000000000
-5.05000000000000	8.63000000000000	0	0	0	3.67103489325878	0.500000000000000
-5.89000000000000	8.08000000000000	0	0	0	3.77149188073446	0.500000000000000
-6.66000000000000	7.46000000000000	0	0	0	3.87039410069888	0.500000000000000
-7.37000000000000	6.75000000000000	0	0	0	3.97087197850257	0.500000000000000
-8.01000000000000	5.98000000000000	0	0	0	4.07108874838996	0.500000000000000
-8.57000000000000	5.16000000000000	0	0	0	4.17042653602736	0.500000000000000
-9.04000000000000	4.27000000000000	0	0	0	4.27110900503248	0.500000000000000
-9.42000000000000	3.35000000000000	0	0	0	4.37071066251184	0.500000000000000
-9.71000000000000	2.39000000000000	0	0	0	4.47104842878358	0.500000000000000
-9.90000000000000	1.41000000000000	0	0	0	4.57091619389253	0.500000000000000
-9.99000000000000	0.420000000000000	0	0	0	4.67037168234286	0.500000000000000
-9.98000000000000	-0.580000000000000	0	0	0	-1.51274539118047	0.500000000000000
-9.87000000000000	-1.58000000000000	0	0	0	-1.41206203509114	0.500000000000000
-9.67000000000000	-2.56000000000000	0	0	0	-1.31199701120549	0.500000000000000
-9.36000000000000	-3.51000000000000	0	0	0	-1.21202565652432	0.500000000000000
-8.97000000000000	-4.43000000000000	0	0	0	-1.11206597811679	0.500000000000000
-8.48000000000000	-5.30000000000000	0	0	0	-1.01219701145133	0.500000000000000
-7.91000000000000	-6.12000000000000	0	0	0	-0.912296342849762	0.500000000000000
-7.26000000000000	-6.88000000000000	0	0	0	-0.812265812524782	0.500000000000000
-6.54000000000000	-7.57000000000000	0	0	0	-0.712529537569939	0.500000000000000
-5.75000000000000	-8.18000000000000	0	0	0	-0.612692369064835	0.500000000000000
-4.90000000000000	-8.72000000000000	0	0	0	-0.511953777950765	0.500000000000000
-4.01000000000000	-9.16000000000000	0	0	0	-0.412639497311185	0.500000000000000
-3.07000000000000	-9.52000000000000	0	0	0	-0.311950046183750	0.500000000000000
-2.11000000000000	-9.78000000000000	0	0	0	-0.212489492874050	0.500000000000000
-1.12000000000000	-9.94000000000000	0	0	0	-0.112202814997254	0.500000000000000
-0.120000000000000	-10.0	            0	0	0	-0.0119994240497614	0.500000000000000
0.0                 -3.0                0   0   0   -0.0119994240497614  0.00001
0.0                 -2.9                1   0   0   -0.0119994240497614  0.5
